Ecoregion,Longitude,Latitude,Time,BIO 11,BIO 15,BIO 6
CCV,-121.42582817800,36.97473566470,2050,113,93,43
CCV,-121.52463796200,38.83709189050,2050,103,89,48
CCV,-118.71121663900,35.57974067270,2050,99,79,25
CCV,-119.53658299400,36.53834620190,2050,102,84,41
CCV,-121.10345620400,37.43392690180,2050,103,89,42
CCV,-118.02533098800,36.72967517520,2050,38,64,-37
CCV,-120.67869248600,37.69388779560,2050,103,86,44
CCV,-120.88742801300,37.35905177390,2050,103,88,43
CCV,-121.90093354400,37.80284211030,2050,106,89,48
CCV,-118.63484913100,36.54963398860,2050,36,78,-24
CCV,-118.78331825800,35.65155997470,2050,90,80,19
CCV,-121.21108241200,36.69141938310,2050,107,89,32
CCV,-119.62203209200,37.20801600180,2050,97,84,32
CCV,-121.05205448900,37.50253880900,2050,104,88,44
CCV,-121.80791453600,37.83811943400,2050,104,88,48
CCV,-120.64911948700,40.39629114550,2050,25,73,-42
CCV,-119.86643262700,36.43222169850,2050,104,87,41
CCV,-117.89330459200,36.51112117580,2050,75,73,-6
CCV,-121.34404201100,37.60681581950,2050,102,86,41
CCV,-118.92948916000,34.47732397500,2050,106,93,44
CCV,-120.61405561900,35.74545367910,2050,104,98,20
CCV,-118.40840514900,37.69835169380,2050,46,62,-44
CCV,-122.00025271100,39.17924880010,2050,98,90,36
CCV,-120.77067403500,45.57907416540,2050,32,70,-18
CCV,-118.29708978100,37.11383792630,2050,38,66,-42
CCV,-119.49916745400,36.74320579540,2050,103,86,43
CCV,-121.89087963000,38.28649012910,2050,103,99,47
CCV,-121.29479094400,37.67704930820,2050,103,87,43
CCV,-120.57639809600,36.37152347730,2050,73,85,2
CCV,-118.55849847500,35.54635700540,2050,64,78,4
CCV,-120.03448925000,47.78614348230,2050,-6,59,-55
CCV,-120.55181435900,36.22282439540,2050,87,86,6
CCV,-118.17989520700,35.50637682000,2050,73,75,7
CCV,-122.08420604500,39.47490671820,2050,100,89,39
CCV,-120.02190044700,35.68622531780,2050,105,88,27
CCV,-118.88083449900,36.43275015710,2050,96,83,28
CCV,-118.22228445900,36.99261077870,2050,70,77,-19
CCV,-122.15535489900,39.15076251400,2050,98,92,33
CCV,-121.97852340900,38.39520740630,2050,102,97,41
CCV,-119.80971952700,34.85753555110,2050,69,88,16
CCV,-117.93929491800,35.85341092460,2050,72,72,2
CCV,-120.37437287600,37.41582602930,2050,100,86,39
CCV,-120.85548997000,37.16140031510,2050,103,88,41
CCV,-119.67949038200,36.57256964880,2050,101,85,41
CCV,-119.82953377300,35.18613689270,2050,99,87,26
CCV,-120.87092303600,37.14929926310,2050,103,87,41
CCV,-119.01419654100,36.24353535460,2050,108,83,39
CCV,-121.74124023300,39.23419297000,2050,102,88,42
CCV,-118.38793843000,34.58910021640,2050,97,89,34
CCV,-119.46952303800,36.62509413260,2050,103,84,43
CCV,-118.24249472100,36.64878840730,2050,21,67,-43
CCV,-122.23156206400,39.17618128440,2050,99,92,32
CCV,-120.17065291000,36.87571187610,2050,101,83,37
CCV,-120.65376154800,35.94808104350,2050,98,91,14
CCV,-119.09883285000,34.72026566070,2050,67,86,18
CCV,-119.87411903300,35.43225596580,2050,94,86,20
CCV,-120.62361393900,37.19555783670,2050,102,88,41
CCV,-121.88501866500,37.47283690190,2050,112,91,53
CCV,-121.20824768000,37.40301783730,2050,100,88,38
CCV,-117.91077731400,36.22195913750,2050,65,70,-8
CCV,-119.82623374400,35.66428580380,2050,104,86,29
CCV,-122.24021899400,39.38343309400,2050,100,91,35
CCV,-120.70705410200,35.61893476400,2050,107,94,23
CCV,-121.47506838700,37.49433869190,2050,90,84,36
CCV,-120.71230586700,36.10249104390,2050,95,89,10
CCV,-120.00060435700,36.76293442510,2050,101,84,39
CCV,-121.18976871600,45.47898434620,2050,30,74,-23
CCV,-118.47043062400,36.23011063890,2050,38,75,-21
CCV,-120.47088542000,40.29116207580,2050,30,72,-38
CCV,-120.56750308900,36.24391363210,2050,88,86,7
CCV,-120.76403096000,37.87826279830,2050,102,85,43
CCV,-121.02072013000,36.94530233160,2050,104,87,39
CCV,-120.78484670000,35.95143296450,2050,103,93,18
CCV,-122.00858960100,39.64068252620,2050,101,86,40
CCV,-121.10792721400,36.70844141520,2050,92,85,18
CCV,-121.40886347000,37.98394014470,2050,99,88,40
CCV,-119.92298795700,35.66411232180,2050,104,86,27
CCV,-118.38082190400,37.29835890490,2050,61,75,-31
CCV,-120.05533787200,35.38470893060,2050,95,88,19
CCV,-119.95190318700,35.44335386090,2050,85,87,17
CCV,-119.12743882000,34.89174927740,2050,63,84,14
CCV,-118.71947226100,35.92491917000,2050,83,81,14
CCV,-118.40220947100,36.52922963240,2050,23,71,-37
CCV,-120.72067699900,45.91380837970,2050,14,74,-34
CCV,-121.68801599600,38.34863478990,2050,100,94,45
CCV,-118.18634424500,34.48516486190,2050,96,85,24
CCV,-118.71214490100,34.60694527060,2050,99,88,40
CCV,-117.93243330200,36.04350893810,2050,85,77,6
CCV,-121.61945811800,38.04245720320,2050,99,91,41
CCV,-120.46255659400,46.19895719150,2050,22,69,-29
CCV,-120.17782941500,45.74692051880,2050,49,68,5
CCV,-119.21652335800,36.79600281940,2050,103,85,43
CCV,-119.34259415300,34.52834104120,2050,96,94,38
CCV,-120.30480346800,35.53343280240,2050,98,90,16
CCV,-119.98423297800,35.36559586660,2050,95,87,21
CCV,-120.94089060300,37.57534293350,2050,104,86,45
CCV,-122.26672030700,39.49719993370,2050,101,90,37
CCV,-117.82412056000,36.24536488320,2050,31,63,-33
CCV,-119.39860788600,37.15169348840,2050,98,84,34
CCV,-118.83664398300,35.57564861900,2050,101,79,29
CCV,-121.08676383700,38.46304696790,2050,103,88,49
CCV,-119.59344429400,34.83749914240,2050,87,91,26
CCV,-122.23987884600,39.04340045410,2050,95,94,26
CCV,-121.10604147100,45.45861356710,2050,27,70,-26
CCV,-119.33649678400,34.76462933370,2050,76,88,23
CCV,-120.32731060800,36.95774839940,2050,102,85,37
CCV,-118.89486725400,34.60170388160,2050,89,87,35
CCV,-118.69804707100,36.00680262500,2050,80,81,10
CCV,-118.77218592900,36.43088653090,2050,81,82,12
CCV,-120.47216779300,37.85075363800,2050,93,84,27
CCV,-121.14473364700,38.19964834440,2050,102,86,46
CCV,-121.32882841800,38.52269335230,2050,104,93,51
CCV,-118.23826951400,36.83852974740,2050,68,81,-17
CCV,-120.67032836300,35.92733013370,2050,97,90,13
CCV,-118.58812367200,37.52509375270,2050,29,68,-51
CCV,-122.31243964200,39.32235612510,2050,97,93,30
CCV,-120.72579578000,36.29996494400,2050,80,86,3
CCV,-119.89799334000,34.84395840840,2050,107,93,39
CCV,-118.36715216900,35.63521174360,2050,101,82,21
CCV,-121.64505365500,39.33967053940,2050,103,88,42
CCV,-118.36765817900,35.75553356440,2050,76,78,6
CCV,-120.62466436300,36.05193961690,2050,91,89,7
CCV,-121.48944340300,38.86082509610,2050,104,89,49
CCV,-117.96223942100,34.23466223050,2050,100,89,30
CCV,-120.45105187800,37.88136336500,2050,93,85,27
CCV,-120.23303368200,37.20460683880,2050,100,85,39
CCV,-120.42231363000,36.15702329370,2050,102,88,25
CCV,-119.33541969700,36.25312879450,2050,104,84,41
CCV,-121.99444119000,38.97185986230,2050,100,91,35
CCV,-119.45316215600,36.32158823130,2050,102,85,40
CCV,-120.19014270600,35.50473110760,2050,99,90,18
CCV,-120.35760357700,47.37169772490,2050,-8,67,-60
CCV,-119.73886618000,36.41633608570,2050,101,85,39
CCV,-118.51271358500,34.80201462060,2050,98,87,34
CCV,-120.78126467300,46.65608412740,2050,7,69,-45
CCV,-120.38163628900,35.68105034780,2050,97,91,15
CCV,-121.02583579300,36.52098430840,2050,93,86,14
CCV,-119.02667244500,37.93079988220,2050,11,66,-64
CCV,-117.80873782500,36.32116586480,2050,57,68,-15
CCV,-121.54504151500,38.71068814010,2050,103,90,50
CCV,-121.66833454200,38.74282258720,2050,102,90,46
CCV,-121.70125813000,37.57431969730,2050,103,89,44
CCV,-118.29182647500,34.70314298840,2050,98,91,19
CCV,-119.73446844600,37.08135520270,2050,98,84,35
CCV,-120.06696178000,37.30066888900,2050,97,84,33
CCV,-118.81975868500,36.87523272830,2050,69,81,-3
CCV,-120.41845953600,36.34754910410,2050,93,85,18
CCV,-120.31806890900,37.57899920230,2050,97,84,33
CCV,-119.70279166900,36.97172380680,2050,102,85,40
CCV,-120.61781582000,35.94903028870,2050,92,89,8
CCV,-122.49843472400,39.17768175520,2050,80,91,11
CCV,-118.16802242000,35.63363293640,2050,71,75,5
CCV,-122.00108280100,39.12470946210,2050,99,90,36
CCV,-118.63683679800,34.59922199960,2050,102,89,39
CCV,-119.82148351300,37.09620330000,2050,97,84,35
CCV,-121.61493396000,38.69015852770,2050,102,90,48
CCV,-120.99933038900,38.01630242340,2050,103,85,47
CCV,-122.36665111500,39.38663629940,2050,97,92,30
CCV,-120.33147097100,47.33365822950,2050,-13,65,-64
CCV,-121.82389226800,39.14819307640,2050,102,89,42
CCV,-119.10045080600,34.44874696950,2050,113,97,46
CCV,-121.40580243500,38.56804965700,2050,104,91,51
CCV,-120.88778177600,37.69526275500,2050,103,86,45
CCV,-120.22504413800,45.69672595620,2050,45,67,1
CCV,-119.33308414000,34.94892966540,2050,91,88,28
CCV,-119.07849831400,34.55059925670,2050,101,93,40
CCV,-118.38394887400,37.59233648410,2050,48,64,-44
CCV,-118.61142598700,36.73348277050,2050,25,75,-35
CCV,-120.28452535200,36.88693138680,2050,101,84,37
CCV,-118.18606290700,36.75170551350,2050,68,81,-15
CCV,-121.27631570100,36.94554693470,2050,99,88,29
CCV,-119.19640974100,38.27373521590,2050,-3,62,-79
CCV,-118.78893385500,36.16435639640,2050,99,82,27
CCV,-121.47343478000,38.00772252100,2050,99,88,40
CCV,-119.59456420400,36.17999082070,2050,101,86,37
CCV,-120.71142656200,38.04465733550,2050,95,84,34
CCV,-117.87573892800,35.98054717200,2050,84,76,6
CCV,-120.83981670200,45.82809153100,2050,23,77,-28
CCV,-120.75531163300,45.70865498870,2050,43,77,-8
CCV,-121.17884817500,37.27509773790,2050,99,88,36
CCV,-119.35979122500,36.07069467220,2050,104,84,38
CCV,-120.79435612600,35.61483329430,2050,102,93,23
CCV,-120.09915710500,37.49181014510,2050,89,85,24
CCV,-118.38753232100,35.38253636820,2050,75,76,10
CCV,-117.97474728100,35.80003527910,2050,66,71,-1
CCV,-121.90962064600,39.07197263220,2050,101,90,39
CCV,-121.85427919300,38.22116463910,2050,102,97,47
CCV,-120.87813019200,46.33433420340,2050,14,77,-37
CCV,-117.69646893800,34.17213082940,2050,103,90,32
CCV,-117.76636495400,34.45426071450,2050,79,85,8
CCV,-122.57762412000,39.76892190590,2050,93,87,24
CCV,-120.28805245300,47.53751700740,2050,17,69,-30
CCV,-121.06523800800,37.04235645800,2050,103,88,42
CCV,-121.80148786200,38.92634889330,2050,102,90,42
CCV,-122.02727523500,38.21297910590,2050,105,96,45
CCV,-118.80983738100,35.95730600650,2050,110,81,37
CCV,-121.46014049700,38.31753166140,2050,100,91,45
CCV,-122.10904615200,38.75192864950,2050,95,92,32
CCV,-122.08572126600,38.77905770360,2050,98,93,31
CCV,-120.18825458100,37.33006048930,2050,99,85,37
CCV,-119.61280282600,34.70964231200,2050,62,88,12
CCV,-118.48130490100,37.49161757290,2050,48,70,-41
CCV,-121.72922556000,39.49087651720,2050,102,88,40
CCV,-118.58954116200,36.99933066060,2050,35,75,-34
CCV,-120.12825803800,37.10690522010,2050,100,84,37
CCV,-120.26714335900,35.54776523840,2050,99,90,16
CCV,-118.87275350500,35.98144282200,2050,112,80,40
CCV,-118.56314993700,36.99656729980,2050,4,67,-56
CCV,-120.08768234100,37.40936702540,2050,93,84,29
CCV,-120.14458523800,36.88326572720,2050,100,83,36
CCV,-121.74248017100,37.97529429020,2050,100,89,40
CCV,-119.48448423800,36.68841709360,2050,102,85,42
CCV,-118.18286382100,34.58852169090,2050,93,86,21
CCV,-118.84457961200,34.67434319860,2050,91,87,35
CCV,-120.52821750500,37.13644597390,2050,102,86,40
CCV,-121.57863778400,37.74880595660,2050,102,87,41
CCV,-119.00157349800,34.82656595520,2050,57,83,9
CCV,-122.35349360300,39.46850512350,2050,98,90,33
CCV,-118.41554404600,36.04899109190,2050,13,72,-43
CCV,-122.21265771900,39.21910801370,2050,99,92,34
CCV,-118.88930586800,36.24531116680,2050,103,82,33
CCV,-122.29966677100,38.81307525300,2050,90,93,27
CCV,-118.02181476900,34.24432459550,2050,106,90,35
CCV,-122.16074678800,39.36219997700,2050,100,90,36
CCV,-119.81472441400,35.37650083920,2050,94,86,21
CCV,-120.98506021700,37.65142691200,2050,104,87,47
CCV,-117.75934670300,34.44677742130,2050,75,85,6
CCV,-120.87056255000,37.43886653340,2050,103,86,44
CCV,-121.86379825100,38.85378367020,2050,101,91,39
CCV,-119.26163578500,34.64805272250,2050,64,87,16
CCV,-121.26840780100,37.37341499010,2050,97,87,34
CCV,-120.73465297100,35.87588892690,2050,103,92,19
CCV,-118.63212709300,34.63662480790,2050,104,89,39
CCV,-119.69397718300,35.19544881820,2050,90,87,23
CCV,-120.18844721200,35.22437750760,2050,104,90,28
CCV,-119.38573070100,36.64510661170,2050,103,85,42
CCV,-118.46267809600,35.66003515250,2050,102,82,23
CCV,-118.88664156200,36.33865856580,2050,90,83,21
CCV,-121.22110863100,38.64673472510,2050,105,88,52
CCV,-120.49113358200,37.41201625810,2050,102,87,43
CCV,-119.95999287700,37.07320330830,2050,100,84,37
CCV,-120.42975296100,37.83148025320,2050,92,85,26
CCV,-121.87427048500,38.69424959080,2050,101,93,40
CCV,-118.41636983300,35.21472249650,2050,62,77,4
CCV,-120.49164649800,45.76200696890,2050,33,69,-15
CCV,-120.42103785800,37.17128077300,2050,101,87,39
CCV,-121.42430624600,37.95302652200,2050,100,88,41
CCV,-120.16436229400,47.38895204760,2050,11,61,-37
CCV,-122.01915302600,39.48118969980,2050,100,88,39
CCV,-121.37706574200,38.14495692780,2050,99,89,41
CCV,-118.06487980100,35.69037077960,2050,60,73,-4
CCV,-122.56684254400,39.79568171560,2050,95,88,27
CCV,-120.75024807600,37.41101118290,2050,103,88,45
CCV,-121.08372205300,45.46515292060,2050,30,73,-24
CCV,-121.33260978500,38.01870102010,2050,99,89,39
CCV,-121.96576444600,39.37478417870,2050,100,88,38
CCV,-121.05078275800,45.82842790680,2050,24,82,-26
CCV,-121.88560300900,39.41896578260,2050,101,88,40
CCV,-120.25329572600,47.42344113900,2050,10,64,-39
CCV,-118.14654384800,34.47560666330,2050,94,83,23
CCV,-119.62655615000,34.75355968560,2050,61,88,9
CCV,-121.73784111800,37.74945480990,2050,103,90,42
CCV,-119.94702261500,35.61104117420,2050,103,88,25
CCV,-120.80396547200,45.71956904210,2050,32,77,-19
CCV,-121.79044603900,38.47488437120,2050,101,96,44
CCV,-118.80171900400,34.93959153640,2050,97,83,32
CCV,-120.48195195900,35.84555337450,2050,89,88,9
CCV,-122.38193308900,39.60235726160,2050,98,89,31
CCV,-119.71249644100,34.78160907240,2050,78,90,23
CCV,-122.27401448700,38.71511781000,2050,97,94,31
CCV,-121.70457303300,38.54525250120,2050,101,93,46
CCV,-118.22919005600,36.64346649840,2050,36,69,-33
CCV,-120.05349721000,35.15546818110,2050,91,89,23
CCV,-120.81476818500,45.82811294110,2050,24,77,-28
CCV,-120.15668313200,35.70655854190,2050,101,90,20
CCV,-119.53855807800,36.88618290500,2050,102,87,42
CCV,-122.05720113700,38.19847282920,2050,106,94,47
CCV,-120.51518541600,37.31729364520,2050,101,88,43
CCV,-119.46447437700,37.12512203220,2050,97,85,34
CCV,-121.61198697300,37.86184390380,2050,102,90,42
CCV,-117.77423956400,36.06794482370,2050,70,68,-3
CCV,-122.19373240600,39.13508952110,2050,99,93,32
CCV,-120.55112883100,46.43615610430,2050,26,67,-30
CCV,-120.33160411700,37.15423061970,2050,101,86,38
CCV,-121.70016941800,38.56414620560,2050,101,93,46
CCV,-120.02432205500,37.01252009530,2050,100,82,37
CCV,-119.47969096700,37.02264402360,2050,97,83,35
CCV,-119.52013877500,36.62575391750,2050,102,86,42
CCV,-120.08063089600,35.30121270080,2050,98,88,23
CCV,-122.42660571100,39.80242288270,2050,99,86,34
CCV,-120.44016193600,45.61388180130,2050,43,67,-4
CCV,-118.50116891200,34.99331982100,2050,51,80,-2
CCV,-121.84817820400,38.03951799220,2050,103,94,45
CCV,-121.52170479800,38.25017049660,2050,100,91,44
CCV,-119.48253777500,36.34795416020,2050,102,85,40
CCV,-121.11834204600,45.14377921320,2050,47,72,-10
CCV,-121.57436176000,37.52873208100,2050,93,84,39
CCV,-120.30606251800,37.19621175710,2050,101,86,39
CCV,-119.84710395500,37.12782984270,2050,97,84,34
CCV,-120.63833696600,46.37637253000,2050,29,72,-26
CCV,-118.10591304600,36.06910249810,2050,26,69,-34
CCV,-120.06625909600,35.28946969400,2050,98,87,23
CCV,-118.40604709100,35.02881036010,2050,69,76,11
CCV,-118.55809313000,36.13771535500,2050,49,78,-12
CCV,-119.97446610000,37.29118966080,2050,95,84,30
CCV,-122.17964819300,39.31946644840,2050,99,91,36
CCV,-120.17217186700,37.32323810600,2050,99,85,36
CCV,-119.71133888600,34.98891324580,2050,98,90,30
CCV,-121.22580143500,38.71375930470,2050,105,87,51
CCV,-119.83465710300,36.54499551410,2050,102,86,41
CCV,-118.80693358100,34.72174991830,2050,95,86,35
CCV,-118.69831685000,34.66677448660,2050,100,87,38
CCV,-120.18152274600,37.13295566170,2050,100,84,38
CCV,-121.68196486700,38.76700383670,2050,102,90,45
CCV,-119.99691845300,36.92936041540,2050,100,82,37
CCV,-120.88610531900,37.33458648320,2050,103,89,42
CCV,-120.44161715800,40.26080208240,2050,31,72,-36
CCV,-120.57418818000,36.39009063930,2050,84,84,6
CCV,-119.97632065000,37.26364708140,2050,97,85,34
CCV,-121.18522429800,38.20239609530,2050,101,86,46
CCV,-121.26240075300,37.09917136870,2050,98,88,32
CCV,-118.16394593200,36.97289213960,2050,38,64,-40
CCV,-117.91316597700,34.21150703330,2050,112,91,39
CCV,-120.76172187400,36.32354842610,2050,81,86,3
CCV,-121.18429966000,37.13617156800,2050,97,87,32
CCV,-119.79553123500,38.91089198960,2050,35,70,-47
CCV,-122.04573433000,38.82459486840,2050,100,93,33
CCV,-120.16810207400,37.38318755490,2050,98,85,35
CCV,-119.81090224800,34.98667019410,2050,103,91,33
CCV,-121.07141383200,37.35211823510,2050,102,89,40
CCV,-122.14566888300,39.66903498850,2050,102,87,40
CCV,-120.59737356300,40.36312629890,2050,25,74,-41
CCV,-121.90736155100,38.17868840030,2050,104,98,48
CCV,-120.59784545800,36.45996362550,2050,83,85,6
CCV,-119.08896210300,36.39727641170,2050,110,83,44
CCV,-119.82587872600,37.37514534560,2050,92,85,26
CCV,-119.83922312100,36.45182060170,2050,102,87,40
CCV,-121.16677297100,37.79555072790,2050,103,87,46
CCV,-121.40304781600,37.34031677150,2050,85,83,30
CCV,-121.01043205900,37.67107732240,2050,104,87,46
CCV,-121.59541705300,37.66952557700,2050,99,87,43
CCV,-117.57304327800,34.51555769890,2050,90,82,15
CCV,-120.87411344400,45.52333064830,2050,40,75,-13
CCV,-120.27843324500,35.65597672580,2050,95,89,14
CCV,-121.41336996100,38.59073624170,2050,104,92,51
CCV,-120.92210109800,36.28016608800,2050,98,89,13
CCV,-121.99525796700,38.00232697260,2050,108,93,52
CCV,-121.54797295800,37.25411581090,2050,91,85,34
CCV,-121.47961759300,38.08043107490,2050,99,90,41
CCV,-121.21211055300,37.92383349890,2050,102,88,46
CCV,-119.79534423900,34.95555652540,2050,100,91,32
CCV,-121.00070743200,37.04345709850,2050,103,87,42
CCV,-119.12834264400,36.31794684300,2050,108,82,43
CCV,-120.72898656300,38.00879963560,2050,95,83,34
CCV,-122.47017966400,39.43027775120,2050,86,91,15
CCV,-117.86632803600,36.37518029520,2050,75,73,-3
CCV,-120.28581602100,35.44689632120,2050,101,90,19
CCV,-120.04022224800,35.79819264530,2050,106,88,30
CCV,-118.77350640100,36.10129310910,2050,93,82,20
CCV,-118.87765382800,36.11600020240,2050,113,82,41
CCV,-119.53298803100,36.34508166910,2050,101,85,39
CCV,-120.12094031100,37.51014611630,2050,88,85,23
CCV,-120.68958476100,35.69657735730,2050,109,99,24
CCV,-120.25391682800,47.40149863890,2050,15,65,-34
CCV,-119.70091958200,34.98844048850,2050,99,90,30
CCV,-121.12996491100,38.06832055270,2050,102,85,46
CCV,-118.35074126100,35.25399282320,2050,68,76,7
CCV,-119.51151845500,36.81518033490,2050,102,85,42
CCV,-122.06185078500,38.42291647910,2050,100,93,43
CCV,-121.82512839600,38.84531028640,2050,101,90,40
CCV,-121.75300171900,39.06155497170,2050,103,89,43
CCV,-121.53114108100,39.13862654090,2050,104,89,46
CCV,-118.76470124600,35.78875999940,2050,93,81,20
CCV,-119.84887532900,37.00606687100,2050,100,84,38
CCV,-120.70566036800,37.76854899280,2050,102,84,42
CCV,-122.57538262600,39.56882155240,2050,91,91,19
CCV,-121.88625295100,38.98184806530,2050,101,90,39
CCV,-120.54179206800,36.08513967540,2050,96,89,14
CCV,-121.73592895800,39.36765336550,2050,103,88,42
CCV,-120.28004723300,45.90650084420,2050,19,66,-27
CCV,-121.51317428900,37.46621077780,2050,92,84,37
CCV,-118.79142926000,35.94144218590,2050,108,81,34
CCV,-120.60817323700,45.67475814640,2050,32,69,-16
CCV,-122.13936620000,39.42797860910,2050,100,89,37
CCV,-121.41348460000,38.01504231240,2050,99,88,40
CCV,-121.05468718200,45.55836567060,2050,35,80,-19
CCV,-118.72558718600,35.97997930590,2050,70,81,5
CCV,-119.40690281400,34.82455663440,2050,89,89,29
CCV,-120.41755983500,37.34910499430,2050,101,87,42
CCV,-120.53566535100,37.43482789530,2050,102,90,45
CCV,-122.72060661400,39.00986986890,2050,85,94,11
CCV,-121.83708659400,38.78285511470,2050,101,92,40
CCV,-121.04980950300,45.51689861570,2050,33,75,-21
CCV,-121.05881948100,37.27679671650,2050,102,90,39
CCV,-117.97890345600,36.51639697270,2050,78,77,-3
CCV,-119.76677425500,38.87984789960,2050,35,70,-47
CCV,-118.83744262500,35.81864789340,2050,112,81,39
CCV,-121.25271230400,37.50731245610,2050,99,87,38
CCV,-120.42722851000,37.55657719790,2050,101,86,41
CCV,-118.18105967100,37.04584092860,2050,53,67,-34
CCV,-121.08179192900,37.00313203440,2050,100,87,34
CCV,-118.26778984200,35.68770487830,2050,100,83,18
CCV,-117.92673213800,34.58187525040,2050,95,87,16
CCV,-121.92246110400,39.14318308440,2050,100,90,39
CCV,-121.35594403600,37.41907070250,2050,100,89,37
CCV,-120.30739041500,47.44407187880,2050,21,66,-28
CCV,-122.07368852800,39.47187435940,2050,100,88,39
CCV,-118.44780567100,36.04748176950,2050,54,77,-9
CCV,-118.20567970900,35.81597190860,2050,66,76,0
CCV,-117.47498789300,34.29757863530,2050,98,87,22
CCV,-121.75113853800,38.84931248640,2050,102,90,43
CCV,-120.99584255200,38.32622057480,2050,103,84,48
CCV,-121.97966204600,39.36555237830,2050,100,89,39
CCV,-121.48582018700,37.04207085150,2050,105,91,37
CCV,-120.49272167300,37.24715342330,2050,102,87,41
CCV,-118.44415031100,37.44927115590,2050,51,71,-39
CCV,-120.87951810900,38.06554991310,2050,103,84,47
CCV,-120.59548939900,37.52664289970,2050,102,89,44
CCV,-120.39957955300,37.33259101920,2050,102,86,42
CCV,-121.15264542600,37.14260566020,2050,99,88,36
CCV,-119.82710818500,35.06673291520,2050,96,89,28
CCV,-119.05696969400,34.78044938770,2050,62,84,13
CCV,-118.70998208300,34.99440395340,2050,98,81,31
CCV,-121.19342530800,36.80706135130,2050,100,86,27
CCV,-120.87522353300,35.61076954130,2050,104,92,26
CCV,-120.70180676400,37.32734115910,2050,103,90,45
CCV,-120.52334620200,37.50304874290,2050,102,87,44
CCV,-120.86939241800,37.35586027850,2050,102,88,43
CCV,-119.77961541600,39.13980199430,2050,28,67,-53
CCV,-120.45600053700,36.22979138850,2050,99,87,21
CCV,-120.52462124400,37.03294755800,2050,103,87,39
CCV,-122.20322615000,39.27168668820,2050,99,92,34
CCV,-118.28835040100,35.98596500010,2050,25,72,-33
CCV,-119.23949635700,36.24324079530,2050,106,83,41
CCV,-118.29194287500,35.25815889810,2050,77,74,11
CCV,-119.19018723100,36.42906848390,2050,107,84,43
CCV,-120.38622436100,45.79978348090,2050,28,68,-19
CCV,-120.26814288800,35.85367313890,2050,94,88,15
CCV,-120.33911562200,35.62073768760,2050,101,91,17
CCV,-119.25737141400,36.44606121130,2050,106,84,43
CCV,-119.00899066200,34.53470543290,2050,63,86,15
CCV,-118.18733298200,35.67414529290,2050,90,77,14
CCV,-121.54872221100,38.12036540080,2050,99,90,42
CCV,-119.95038329900,35.03298445620,2050,106,90,34
CCV,-121.40218245200,38.76525002970,2050,105,91,52
